,City,Year,Main Cause
1186,Los Angeles,2019,Tailgating
1187,Los Angeles,2019,Speeding
1188,Los Angeles,2019,Failure to Yield
1190,Los Angeles,2020,Drug Involvement
1191,Los Angeles,2020,Running Red Light
1194,Los Angeles,2020,Aggressive Driving
1195,Los Angeles,2020,Running Red Light
1196,Los Angeles,2020,Drug Involvement
1197,Los Angeles,2020,Aggressive Driving
1198,Los Angeles,2020,Speeding
1199,Los Angeles,2020,Improper Lane Change
1200,Los Angeles,2020,Driver Fatigue
1201,Los Angeles,2020,Improper Lane Change
1205,Los Angeles,2020,Drug Involvement
1206,Los Angeles,2020,Unlicensed Driver
1207,Los Angeles,2020,Speeding
1208,Los Angeles,2020,Tailgating
1209,Los Angeles,2020,Unlicensed Driver
1210,Los Angeles,2020,Aggressive Driving
1211,Los Angeles,2020,Aggressive Driving
1212,Los Angeles,2020,Failure to Yield
1214,Los Angeles,2020,Driver Fatigue
1215,Los Angeles,2020,Tailgating
1218,Los Angeles,2020,Running Red Light
1220,Los Angeles,2020,Improper Lane Change
1222,Los Angeles,2020,Aggressive Driving
1223,Los Angeles,2020,Weather Conditions
1224,Los Angeles,2020,Distracted Driving
1225,Los Angeles,2020,Driver Fatigue
1227,Los Angeles,2020,Unlicensed Driver
1228,Los Angeles,2020,Weather Conditions
1230,Los Angeles,2020,Speeding
1231,Los Angeles,2020,Alcohol Involvement
1232,Los Angeles,2020,Distracted Driving
1233,Los Angeles,2020,Drug Involvement
1235,Los Angeles,2020,Alcohol Involvement
1239,Los Angeles,2020,Speeding
1241,Los Angeles,2020,Alcohol Involvement
1244,Los Angeles,2020,Improper Lane Change
1247,Los Angeles,2020,Improper Lane Change
1248,Los Angeles,2020,Weather Conditions
1250,Los Angeles,2020,Distracted Driving
1252,Los Angeles,2020,Failure to Yield
1253,Los Angeles,2020,Unlicensed Driver
1254,Los Angeles,2020,Weather Conditions
1255,Los Angeles,2020,Aggressive Driving
1258,Los Angeles,2020,Drug Involvement
1259,Los Angeles,2020,Tailgating
1260,Los Angeles,2020,Drug Involvement
1261,Los Angeles,2020,Alcohol Involvement
1265,Los Angeles,2020,Driver Fatigue
1269,Los Angeles,2020,Distracted Driving
1270,Los Angeles,2020,Drug Involvement
1271,Los Angeles,2020,Distracted Driving
1273,Los Angeles,2020,Unlicensed Driver
1275,Los Angeles,2020,Running Red Light
1276,Los Angeles,2020,Running Red Light
1277,Los Angeles,2020,Aggressive Driving
1278,Los Angeles,2020,Speeding
1280,Los Angeles,2020,Aggressive Driving
1282,Los Angeles,2020,Driver Fatigue
1284,Los Angeles,2020,Failure to Yield
1285,Los Angeles,2020,Aggressive Driving
1286,Los Angeles,2020,Aggressive Driving
1288,Los Angeles,2020,Driver Fatigue
1290,Los Angeles,2020,Failure to Yield
1291,Los Angeles,2020,Unlicensed Driver
1295,Los Angeles,2020,Speeding
1296,Los Angeles,2020,Speeding
1297,Los Angeles,2020,Alcohol Involvement
1298,Los Angeles,2020,Driver Fatigue
1299,Los Angeles,2020,Speeding
1300,Los Angeles,2020,Improper Lane Change
1302,Los Angeles,2020,Drug Involvement
1303,Los Angeles,2020,Speeding
1305,Los Angeles,2020,Alcohol Involvement
1306,Los Angeles,2020,Unlicensed Driver
1307,Los Angeles,2020,Failure to Yield
1308,Los Angeles,2020,Unlicensed Driver
1309,Los Angeles,2020,Unlicensed Driver
1310,Los Angeles,2020,Alcohol Involvement
1312,Los Angeles,2020,Distracted Driving
1313,Los Angeles,2020,Distracted Driving
1315,Los Angeles,2021,Alcohol Involvement
1317,Los Angeles,2021,Distracted Driving
1318,Los Angeles,2021,Drug Involvement
1319,Los Angeles,2021,Weather Conditions
1322,Los Angeles,2021,Weather Conditions
1323,Los Angeles,2021,Failure to Yield
1326,Los Angeles,2021,Drug Involvement
1327,Los Angeles,2021,Alcohol Involvement
1328,Los Angeles,2021,Running Red Light
1329,Los Angeles,2021,Driver Fatigue
1330,Los Angeles,2021,Running Red Light
1332,Los Angeles,2021,Distracted Driving
1334,Los Angeles,2021,Failure to Yield
1335,Los Angeles,2021,Alcohol Involvement
1337,Los Angeles,2021,Speeding
1338,Los Angeles,2021,Speeding
1340,Los Angeles,2021,Alcohol Involvement
1343,Los Angeles,2021,Improper Lane Change
1344,Los Angeles,2021,Driver Fatigue
1346,Los Angeles,2021,Tailgating
1347,Los Angeles,2021,Tailgating
1350,Los Angeles,2021,Unlicensed Driver
1351,Los Angeles,2021,Aggressive Driving
1353,Los Angeles,2021,Driver Fatigue
1354,Los Angeles,2021,Unlicensed Driver
1355,Los Angeles,2021,Drug Involvement
1357,Los Angeles,2021,Driver Fatigue
1358,Los Angeles,2021,Speeding
1360,Los Angeles,2021,Distracted Driving
1361,Los Angeles,2021,Weather Conditions
1363,Los Angeles,2021,Improper Lane Change
1367,Los Angeles,2021,Distracted Driving
1368,Los Angeles,2021,Weather Conditions
1369,Los Angeles,2021,Drug Involvement
1370,Los Angeles,2021,Unlicensed Driver
1371,Los Angeles,2021,Distracted Driving
1372,Los Angeles,2021,Tailgating
1373,Los Angeles,2021,Driver Fatigue
1374,Los Angeles,2021,Failure to Yield
1376,Los Angeles,2021,Improper Lane Change
1378,Los Angeles,2021,Unlicensed Driver
1379,Los Angeles,2021,Alcohol Involvement
1382,Los Angeles,2021,Weather Conditions
1387,Los Angeles,2021,Failure to Yield
1388,Los Angeles,2021,Aggressive Driving
1390,Los Angeles,2021,Alcohol Involvement
1391,Los Angeles,2021,Alcohol Involvement
1394,Los Angeles,2021,Running Red Light
1395,Los Angeles,2021,Speeding
1398,Los Angeles,2021,Alcohol Involvement
1399,Los Angeles,2021,Aggressive Driving
1400,Los Angeles,2021,Running Red Light
1402,Los Angeles,2021,Improper Lane Change
1403,Los Angeles,2021,Driver Fatigue
1404,Los Angeles,2021,Improper Lane Change
1405,Los Angeles,2021,Failure to Yield
1407,Los Angeles,2021,Distracted Driving
1408,Los Angeles,2021,Distracted Driving
1409,Los Angeles,2021,Running Red Light
1411,Los Angeles,2021,Alcohol Involvement
1416,Los Angeles,2021,Tailgating
1417,Los Angeles,2021,Drug Involvement
1418,Los Angeles,2021,Driver Fatigue
1419,Los Angeles,2022,Failure to Yield
1421,Los Angeles,2022,Distracted Driving
1422,Los Angeles,2022,Drug Involvement
1423,Los Angeles,2022,Alcohol Involvement
1424,Los Angeles,2022,Unlicensed Driver
1426,Los Angeles,2022,Improper Lane Change
1427,Los Angeles,2022,Running Red Light
1430,Los Angeles,2022,Unlicensed Driver
1431,Los Angeles,2022,Drug Involvement
1434,Los Angeles,2022,Drug Involvement
1436,Los Angeles,2022,Running Red Light
1437,Los Angeles,2022,Speeding
1438,Los Angeles,2022,Running Red Light
1439,Los Angeles,2022,Unlicensed Driver
1440,Los Angeles,2022,Drug Involvement
1441,Los Angeles,2022,Distracted Driving
1443,Los Angeles,2022,Tailgating
1444,Los Angeles,2022,Distracted Driving
1446,Los Angeles,2022,Weather Conditions
1447,Los Angeles,2022,Running Red Light
1448,Los Angeles,2022,Distracted Driving
1449,Los Angeles,2022,Alcohol Involvement
1450,Los Angeles,2022,Distracted Driving
1451,Los Angeles,2022,Distracted Driving
1452,Los Angeles,2022,Failure to Yield
1453,Los Angeles,2022,Driver Fatigue
1455,Los Angeles,2022,Unlicensed Driver
1459,Los Angeles,2022,Improper Lane Change
1461,Los Angeles,2022,Drug Involvement
1462,Los Angeles,2022,Drug Involvement
1466,Los Angeles,2022,Aggressive Driving
1467,Los Angeles,2022,Tailgating
1469,Los Angeles,2022,Failure to Yield
1470,Los Angeles,2022,Improper Lane Change
1471,Los Angeles,2022,Speeding
1473,Los Angeles,2022,Running Red Light
1476,Los Angeles,2022,Improper Lane Change
1477,Los Angeles,2022,Weather Conditions
1478,Los Angeles,2022,Running Red Light
1480,Los Angeles,2022,Improper Lane Change
1481,Los Angeles,2022,Speeding
1482,Los Angeles,2022,Alcohol Involvement
1483,Los Angeles,2022,Distracted Driving
1484,Los Angeles,2022,Speeding
1488,Los Angeles,2022,Running Red Light
1490,Los Angeles,2022,Running Red Light
1492,Los Angeles,2022,Speeding
1493,Los Angeles,2022,Drug Involvement
1494,Los Angeles,2022,Drug Involvement
1495,Los Angeles,2022,Improper Lane Change
1499,Los Angeles,2022,Improper Lane Change
1500,Los Angeles,2022,Speeding
1501,Los Angeles,2022,Unlicensed Driver
1502,Los Angeles,2022,Distracted Driving
1503,Los Angeles,2022,Drug Involvement
1504,Los Angeles,2022,Running Red Light
1507,Los Angeles,2022,Unlicensed Driver
1508,Los Angeles,2022,Aggressive Driving
1509,Los Angeles,2022,Distracted Driving
1510,Los Angeles,2022,Improper Lane Change
1512,Los Angeles,2022,Speeding
1514,Los Angeles,2022,Speeding
1515,Los Angeles,2022,Speeding
1516,Los Angeles,2022,Distracted Driving
1519,Los Angeles,2022,Tailgating
1521,Los Angeles,2022,Alcohol Involvement
1522,Los Angeles,2022,Alcohol Involvement
1524,Los Angeles,2022,Driver Fatigue
1525,Los Angeles,2022,Weather Conditions
1526,Los Angeles,2022,Drug Involvement
1527,Los Angeles,2022,Speeding
1528,Los Angeles,2022,Failure to Yield
1532,Los Angeles,2022,Aggressive Driving
1534,Los Angeles,2022,Speeding
1535,Los Angeles,2022,Drug Involvement
1536,Los Angeles,2022,Driver Fatigue
1537,Los Angeles,2022,Failure to Yield
1538,Los Angeles,2022,Tailgating
1541,Los Angeles,2023,Alcohol Involvement
1542,Los Angeles,2023,Aggressive Driving
1544,Los Angeles,2023,Driver Fatigue
1546,Los Angeles,2023,Improper Lane Change
1550,Los Angeles,2023,Improper Lane Change
1551,Los Angeles,2023,Drug Involvement
1553,Los Angeles,2023,Failure to Yield
1554,Los Angeles,2023,Driver Fatigue
1556,Los Angeles,2023,Tailgating
1558,Los Angeles,2023,Speeding
1559,Los Angeles,2023,Running Red Light
1560,Los Angeles,2023,Weather Conditions
1561,Los Angeles,2023,Weather Conditions
1562,Los Angeles,2023,Running Red Light
1563,Los Angeles,2023,Tailgating
1564,Los Angeles,2023,Unlicensed Driver
1565,Los Angeles,2023,Speeding
1567,Los Angeles,2023,Improper Lane Change
1568,Los Angeles,2023,Alcohol Involvement
1569,Los Angeles,2023,Running Red Light
1570,Los Angeles,2023,Distracted Driving
1571,Los Angeles,2023,Failure to Yield
1572,Los Angeles,2023,Tailgating
1574,Los Angeles,2023,Improper Lane Change
1575,Los Angeles,2023,Running Red Light
1577,Los Angeles,2023,Running Red Light
1578,Los Angeles,2023,Improper Lane Change
1579,Los Angeles,2023,Unlicensed Driver
1580,Los Angeles,2023,Drug Involvement
1585,Los Angeles,2023,Aggressive Driving
1587,Los Angeles,2023,Aggressive Driving
1588,Los Angeles,2023,Driver Fatigue
1590,Los Angeles,2023,Tailgating
1591,Los Angeles,2023,Tailgating
1592,Los Angeles,2023,Running Red Light
1593,Los Angeles,2023,Speeding
1594,Los Angeles,2023,Unlicensed Driver
1595,Los Angeles,2023,Unlicensed Driver
1599,Los Angeles,2023,Speeding
1600,Los Angeles,2023,Weather Conditions
1601,Los Angeles,2023,Weather Conditions
1602,Los Angeles,2023,Driver Fatigue
1604,Los Angeles,2023,Alcohol Involvement
1605,Los Angeles,2023,Distracted Driving
1606,Los Angeles,2023,Driver Fatigue
1607,Los Angeles,2023,Weather Conditions
1608,Los Angeles,2023,Improper Lane Change
1609,Los Angeles,2023,Drug Involvement
1611,Los Angeles,2023,Speeding
1612,Los Angeles,2023,Improper Lane Change
1613,Los Angeles,2023,Running Red Light
1614,Los Angeles,2023,Failure to Yield
1615,Los Angeles,2023,Failure to Yield
1617,Los Angeles,2023,Alcohol Involvement
1618,Los Angeles,2023,Running Red Light
1619,Los Angeles,2023,Running Red Light
1620,Los Angeles,2023,Unlicensed Driver
1621,Los Angeles,2023,Aggressive Driving
1622,Los Angeles,2023,Alcohol Involvement
1623,Los Angeles,2023,Alcohol Involvement
1624,Los Angeles,2023,Drug Involvement
1625,Los Angeles,2023,Failure to Yield
1627,Los Angeles,2023,Unlicensed Driver
1628,Los Angeles,2023,Speeding
1629,Los Angeles,2023,Aggressive Driving
1631,Los Angeles,2023,Speeding
1632,Los Angeles,2023,Alcohol Involvement
1633,Los Angeles,2023,Alcohol Involvement
1635,Los Angeles,2023,Failure to Yield
1637,Los Angeles,2023,Drug Involvement
1638,Los Angeles,2023,Failure to Yield
1639,Los Angeles,2023,Weather Conditions
1640,Los Angeles,2023,Drug Involvement
1641,Los Angeles,2023,Failure to Yield
1643,Los Angeles,2023,Aggressive Driving
1645,Los Angeles,2023,Failure to Yield
1647,Los Angeles,2023,Driver Fatigue
1650,Chicago,2017,Weather Conditions
1651,Chicago,2017,Failure to Yield
1652,Chicago,2017,Tailgating
1654,Chicago,2017,Drug Involvement
1656,Chicago,2017,Aggressive Driving
1658,Chicago,2017,Failure to Yield
1659,Chicago,2017,Drug Involvement
1660,Chicago,2017,Unlicensed Driver
1662,Chicago,2017,Weather Conditions
1663,Chicago,2017,Drug Involvement
1665,Chicago,2017,Running Red Light
1666,Chicago,2017,Aggressive Driving
1669,Chicago,2017,Tailgating
1675,Chicago,2017,Speeding
1676,Chicago,2017,Distracted Driving
1677,Chicago,2017,Alcohol Involvement
1682,Chicago,2017,Unlicensed Driver
1685,Chicago,2017,Alcohol Involvement
1687,Chicago,2017,Weather Conditions
1688,Chicago,2017,Distracted Driving
1689,Chicago,2017,Weather Conditions
1690,Chicago,2017,Aggressive Driving
1691,Chicago,2017,Weather Conditions
1692,Chicago,2017,Drug Involvement
1693,Chicago,2017,Aggressive Driving
1694,Chicago,2017,Distracted Driving
1696,Chicago,2017,Driver Fatigue
1697,Chicago,2017,Running Red Light
1698,Chicago,2017,Tailgating
1699,Chicago,2017,Alcohol Involvement
1700,Chicago,2017,Tailgating
1701,Chicago,2017,Driver Fatigue
1703,Chicago,2017,Tailgating
1704,Chicago,2017,Speeding
1705,Chicago,2017,Distracted Driving
1706,Chicago,2017,Unlicensed Driver
1707,Chicago,2017,Running Red Light
1708,Chicago,2017,Failure to Yield
1710,Chicago,2017,Running Red Light
1713,Chicago,2017,Speeding
1716,Chicago,2017,Improper Lane Change
1717,Chicago,2017,Drug Involvement
1718,Chicago,2017,Improper Lane Change
1723,Chicago,2017,Distracted Driving
1725,Chicago,2017,Aggressive Driving
1726,Chicago,2017,Running Red Light
1728,Chicago,2017,Unlicensed Driver
1729,Chicago,2017,Tailgating
1733,Chicago,2017,Unlicensed Driver
1735,Chicago,2017,Aggressive Driving
1736,Chicago,2017,Failure to Yield
1737,Chicago,2017,Speeding
1738,Chicago,2017,Failure to Yield
1740,Chicago,2017,Running Red Light
1741,Chicago,2017,Aggressive Driving
1742,Chicago,2017,Running Red Light
1744,Chicago,2017,Improper Lane Change
1746,Chicago,2017,Improper Lane Change
1747,Chicago,2017,Alcohol Involvement
1748,Chicago,2017,Speeding
1750,Chicago,2017,Speeding
1751,Chicago,2017,Speeding
1752,Chicago,2017,Aggressive Driving
1753,Chicago,2017,Drug Involvement
1754,Chicago,2017,Distracted Driving
1755,Chicago,2017,Aggressive Driving
1756,Chicago,2017,Alcohol Involvement
1759,Chicago,2017,Tailgating
1762,Chicago,2017,Tailgating
1765,Chicago,2017,Running Red Light
1766,Chicago,2017,Unlicensed Driver
1767,Chicago,2017,Alcohol Involvement
1768,Chicago,2017,Distracted Driving
1769,Chicago,2017,Improper Lane Change
1771,Chicago,2017,Unlicensed Driver
1773,Chicago,2017,Running Red Light
1774,Chicago,2017,Drug Involvement
1775,Chicago,2017,Distracted Driving
1776,Chicago,2017,Driver Fatigue
1780,Chicago,2017,Running Red Light
1782,Chicago,2018,Driver Fatigue
1783,Chicago,2018,Alcohol Involvement
1784,Chicago,2018,Tailgating
1785,Chicago,2018,Distracted Driving
1788,Chicago,2018,Distracted Driving
1789,Chicago,2018,Running Red Light
1791,Chicago,2018,Running Red Light
1794,Chicago,2018,Running Red Light
1795,Chicago,2018,Aggressive Driving
1797,Chicago,2018,Tailgating
1798,Chicago,2018,Failure to Yield
1799,Chicago,2018,Aggressive Driving
1801,Chicago,2018,Alcohol Involvement
1804,Chicago,2018,Speeding
1805,Chicago,2018,Distracted Driving
1806,Chicago,2018,Weather Conditions
1807,Chicago,2018,Speeding
1810,Chicago,2018,Driver Fatigue
1811,Chicago,2018,Unlicensed Driver
1813,Chicago,2018,Weather Conditions
1814,Chicago,2018,Drug Involvement
1815,Chicago,2018,Distracted Driving
1816,Chicago,2018,Distracted Driving
1818,Chicago,2018,Drug Involvement
1819,Chicago,2018,Tailgating
1820,Chicago,2018,Tailgating
1821,Chicago,2018,Drug Involvement
1822,Chicago,2018,Improper Lane Change
1823,Chicago,2018,Unlicensed Driver
1826,Chicago,2018,Distracted Driving
1828,Chicago,2018,Distracted Driving
1829,Chicago,2018,Drug Involvement
1830,Chicago,2018,Distracted Driving
1833,Chicago,2018,Driver Fatigue
1835,Chicago,2018,Weather Conditions
1836,Chicago,2018,Improper Lane Change
1838,Chicago,2018,Weather Conditions
1840,Chicago,2018,Unlicensed Driver
1842,Chicago,2018,Driver Fatigue
1843,Chicago,2018,Unlicensed Driver
1844,Chicago,2018,Driver Fatigue
1846,Chicago,2018,Improper Lane Change
1847,Chicago,2018,Improper Lane Change
1849,Chicago,2018,Unlicensed Driver
1850,Chicago,2018,Alcohol Involvement
1852,Chicago,2018,Alcohol Involvement
1853,Chicago,2018,Distracted Driving
1854,Chicago,2018,Unlicensed Driver
1855,Chicago,2018,Drug Involvement
1857,Chicago,2018,Drug Involvement
1859,Chicago,2018,Driver Fatigue
1860,Chicago,2018,Aggressive Driving
1862,Chicago,2018,Driver Fatigue
